Financial_Year	http://userannotation/na	Force_Name	http://dbpedia.org/page/Category:Law_enforcement_in_the_United_Kingdom	Offence_Group	http://dbpedia.org/page/Category:Criminology	Force_Offences	http://userannotation/na	Force_No_Crimes	http://userannotation/na
2011/12	http://userannotation/number	West Midlands		Fraud and forgery	http://en.wikipedia.org/wiki/Fraud	8611	http://userannotation/number	559	http://userannotation/number
2011/12	http://userannotation/number	West Midlands		Offences against vehicles	http://en.wikipedia.org/wiki/West_Midlands_Police	25096	http://userannotation/number	510	http://userannotation/number
2011/12	http://userannotation/number	West Midlands		Other offences	http://userannotation/na	2966	http://userannotation/number	222	http://userannotation/number
2011/12	http://userannotation/number	West Midlands		Other theft offences	http://en.wikipedia.org/wiki/Theft	43302	http://userannotation/number	968	http://userannotation/number
2011/12	http://userannotation/number	West Midlands		Robbery	http://en.wikipedia.org/wiki/Robbery	7260	http://userannotation/number	138	http://userannotation/number
2011/12	http://userannotation/number	West Midlands		Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	835	http://userannotation/number	74	http://userannotation/number
2011/12	http://userannotation/number	West Midlands		Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	2725	http://userannotation/number	136	http://userannotation/number
2011/12	http://userannotation/number	West Midlands		Violence against the person	http://en.wikipedia.org/wiki/Violence	35457	http://userannotation/number	1322	http://userannotation/number
2011/12	http://userannotation/number	West Yorkshire	http://en.wikipedia.org/wiki/West_Yorkshire_Police	Burglary	http://en.wikipedia.org/wiki/Burglary	33261	http://userannotation/number	523	http://userannotation/number
2011/12	http://userannotation/number	West Yorkshire		Criminal damage	http://en.wikipedia.org/wiki/Criminal_damage	29658	http://userannotation/number	853	http://userannotation/number
2011/12	http://userannotation/number	West Yorkshire		Drug offences	http://en.wikipedia.org/wiki/Drug_offences	7507	http://userannotation/number	582	http://userannotation/number
2011/12	http://userannotation/number	West Yorkshire		Fraud and forgery	http://en.wikipedia.org/wiki/Fraud	4864	http://userannotation/number	1371	http://userannotation/number
2011/12	http://userannotation/number	West Yorkshire		Offences against vehicles	http://en.wikipedia.org/wiki/West_Midlands_Police	23463	http://userannotation/number	773	http://userannotation/number
2011/12	http://userannotation/number	West Yorkshire		Other offences	http://userannotation/na	3253	http://userannotation/number	1104	http://userannotation/number
2011/12	http://userannotation/number	West Yorkshire		Other theft offences	http://en.wikipedia.org/wiki/Theft	50995	http://userannotation/number	2645	http://userannotation/number
2011/12	http://userannotation/number	West Yorkshire		Robbery	http://en.wikipedia.org/wiki/Robbery	2431	http://userannotation/number	80	http://userannotation/number
2011/12	http://userannotation/number	West Yorkshire		Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	549	http://userannotation/number	71	http://userannotation/number
2011/12	http://userannotation/number	West Yorkshire		Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	1955	http://userannotation/number	196	http://userannotation/number
2011/12	http://userannotation/number	West Yorkshire		Violence against the person	http://en.wikipedia.org/wiki/Violence	26698	http://userannotation/number	1652	http://userannotation/number
2011/12	http://userannotation/number	Wiltshire	http://en.wikipedia.org/wiki/Wiltshire_Police	Burglary	http://en.wikipedia.org/wiki/Burglary	4658	http://userannotation/number	144	http://userannotation/number
2011/12	http://userannotation/number	Wiltshire		Criminal damage	http://en.wikipedia.org/wiki/Criminal_damage	6891	http://userannotation/number	341	http://userannotation/number
2011/12	http://userannotation/number	Wiltshire		Drug offences	http://en.wikipedia.org/wiki/Drug_offences	1228	http://userannotation/number	22	http://userannotation/number
2011/12	http://userannotation/number	Wiltshire		Fraud and forgery	http://en.wikipedia.org/wiki/Fraud	1109	http://userannotation/number	346	http://userannotation/number
2011/12	http://userannotation/number	Wiltshire		Offences against vehicles	http://en.wikipedia.org/wiki/West_Midlands_Police	3884	http://userannotation/number	112	http://userannotation/number
2011/12	http://userannotation/number	Wiltshire		Other offences	http://userannotation/na	378	http://userannotation/number	93	http://userannotation/number
2011/12	http://userannotation/number	Wiltshire		Other theft offences	http://en.wikipedia.org/wiki/Theft	10460	http://userannotation/number	564	http://userannotation/number
2011/12	http://userannotation/number	Wiltshire		Robbery	http://en.wikipedia.org/wiki/Robbery	246	http://userannotation/number	35	http://userannotation/number
2011/12	http://userannotation/number	Wiltshire		Sexual offences which are rape	http://en.wikipedia.org/wiki/Rape_in_English_law	174	http://userannotation/number	17	http://userannotation/number
2011/12	http://userannotation/number	Wiltshire		Total Sexual offences	http://en.wikipedia.org/wiki/Sexual_offences	568	http://userannotation/number	27	http://userannotation/number
2011/12	http://userannotation/number	Wiltshire		Violence against the person	http://en.wikipedia.org/wiki/Violence	6624	http://userannotation/number	354	http://userannotation/number
