Department	http://userannotation/na	Entity	http://userannotation/na	Date	http://dbpedia.org/page/Category:Dates	Expense Type	Expense Area	http://userannotation/na	Supplier	http://userannotation/na	Transaction Number	http://userannotation/na	Amount	http://userannotation/na
Home Office		SOCA - Serious Organised Crime Agency		05.08.2011		IT Expenses	Intelligence	http://dbpedia.org/page/Intelligence_assessment	CABLE & WIRELESS COMMS.	http://dbpedia.org/page/Cable_%26_Wireless_Communications	83983		104676	
Home Office		SOCA - Serious Organised Crime Agency		05.08.2011		IT Expenses	Corporate Services	http://dbpedia.org/resource/Corporate_services	BT	http://dbpedia.org/page/BT_Group	83999		96320	
Home Office		SOCA - Serious Organised Crime Agency		05.08.2011		Operational and Communications Costs	Corporate Services		BT		83999		2334	
Home Office		SOCA - Serious Organised Crime Agency		05.08.2011		IT Expenses	Corporate Services		BT		84009		58219	
Home Office		SOCA - Serious Organised Crime Agency		05.08.2011		Operational and Communications Costs	Corporate Services		BT		84009		6051	
Home Office		SOCA - Serious Organised Crime Agency		10.08.2011		IT Expenses	Corporate Services		FCO SERVICES	http://dbpedia.org/page/FCO_Services	84247		539804	
Home Office		SOCA - Serious Organised Crime Agency		10.08.2011		IT Expenses	Corporate Services		FCO SERVICES		84249		539804	
Home Office		SOCA - Serious Organised Crime Agency		12.08.2011		Salaries and Allowances -permanently employed	Investment Board	http://userannotation/na	LA INT'L COMPUTER CONSULTANTS	http://userannotation/na	84642		27137	
Home Office		SOCA - Serious Organised Crime Agency		12.08.2011		IT Expenses	Intelligence	http://dbpedia.org/page/Intelligence_assessment	LOGICA UK LTD	http://dbpedia.org/page/Logica	84703		36000	
Home Office		SOCA - Serious Organised Crime Agency		17.08.2011		Premises	Corporate Services	http://dbpedia.org/resource/Corporate_services	OCS GROUP UK LTD (OCS SECURITY)	http://userannotation/na	85231		-96817	
Home Office		SOCA - Serious Organised Crime Agency		17.08.2011		Premises	Corporate Services		OCS GROUP UK LTD (OCS SECURITY)		85193		-32614	
Home Office		SOCA - Serious Organised Crime Agency		17.08.2011		Premises	Corporate Services		KIER BUILDING SERVICES	http://dbpedia.org/page/Kier_Group	85049		26778	
Home Office		SOCA - Serious Organised Crime Agency		17.08.2011		IT Expenses	Corporate Services		BT	http://dbpedia.org/page/BT_Group	85141		30053	
Home Office		SOCA - Serious Organised Crime Agency		17.08.2011		Premises	Corporate Services		OCS GROUP UK LTD (OCS SECURITY)	http://userannotation/na	85175		152621	
Home Office		SOCA - Serious Organised Crime Agency		17.08.2011		IT Expenses	Intelligence	http://dbpedia.org/page/Intelligence_assessment	BT	http://dbpedia.org/page/BT_Group	85178		86400	
Home Office		SOCA - Serious Organised Crime Agency		17.08.2011		IT Expenses	Intelligence		BT	http://dbpedia.org/page/BT_Group	85179		40000	
Home Office		SOCA - Serious Organised Crime Agency		17.08.2011		IT Expenses	Investment Board	http://userannotation/na	KIER BUILDING SERVICES	http://dbpedia.org/page/Kier_Group	85213		27367	
Home Office		SOCA - Serious Organised Crime Agency		17.08.2011		Premises	Investment Board		OCS GROUP UK LTD (OCS SECURITY)	http://userannotation/na	85232		45239	
Home Office		SOCA - Serious Organised Crime Agency		19.08.2011		Salaries and Allowances -permanently employed	Corporate Services	http://dbpedia.org/resource/Corporate_services	ADECCO ALFRED MARKS		85286		94078	
Home Office		SIA - Security Industry Authority	http://dbpedia.org/page/Security_Industry_Authority	03.08.2011		Legal Costs 	C&E	http://userannotation/na	Kingsley Napley 		CKIN02		33690	
Home Office 		SIA - Security Industry Authority		10.08.2011		Licencing Costs	Licensing 		CRB	http://dbpedia.org/page/Disclosure_and_Barring_Service	CCRB01		270842	
Home Office 		SIA - Security Industry Authority		17.08.2011		Syntegra 	Licensing 		BT Syntegra 	http://dbpedia.org/page/BT_Group	CSYN01		804745	
Home Office 		SIA - Security Industry Authority		24.08.2011		Accomodation Costs 	Office Svs 		IPCC	http://dbpedia.org/page/Intergovernmental_Panel_on_Climate_Change	CIPC01		40315	
Home Office		SIA - Security Industry Authority		31.08.2011		Legal Costs 	C&E		Kingsley Napley 	http://userannotation/na	CKIN02		30369	
Home Office		IPCC - Independent Police Complaints Commission	http://dbpedia.org/page/Independent_Police_Complaints_Commission	05.08.2011		Rent	Corporate Services	http://dbpedia.org/resource/Corporate_services	Acropolis Properties Ltd		RCT0037081		27535	
Home Office		IPCC - Independent Police Complaints Commission		17.08.2011		Rent	Corporate Services		WM Morrison Supermarkets PLC	http://dbpedia.org/page/Morrisons	RCT 0037209		31500	
Home Office		NPIA - National Policing Improvement Agency	http://dbpedia.org/page/National_Policing_Improvement_Agency	03.08.2011		HO secondees - Basic salaries	CEO Directorate	http://userannotation/na	Home Office	http://dbpedia.org/page/Home_Office	5100056352		15605	
Home Office		NPIA - National Policing Improvement Agency		03.08.2011		HO secondees - Basic salaries	CEO Directorate		Home Office		5100056352		427	
Home Office		NPIA - National Policing Improvement Agency		03.08.2011		HO secondees - Basic salaries	CEO Directorate		Home Office		5100056352		1647	
Home Office		NPIA - National Policing Improvement Agency		03.08.2011		HO secondees - Basic salaries	CEO Directorate		Home Office		5100056352		3495	
Home Office		NPIA - National Policing Improvement Agency		24.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Cable & Wireless Communications	http://dbpedia.org/page/Cable_%26_Wireless_Communications	5100055705		24607	
Home Office		NPIA - National Policing Improvement Agency		17.08.2011		IT Information Support	Information & Communications Technology & Science Directorate		Siemens Enterprise Comm Ltd	http://dbpedia.org/page/Siemens_Enterprise_Communications_GmbH_%26_Co._KG	5100056003		10710	
Home Office		NPIA - National Policing Improvement Agency		15.08.2011		IT Hardware	Information & Communications Technology & Science Directorate		Logica CMG UK Ltd	http://dbpedia.org/page/Logica	5100056261		72606	
Home Office		NPIA - National Policing Improvement Agency		03.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Logica CMG UK Ltd		5100056510		492021	
Home Office		NPIA - National Policing Improvement Agency		05.08.2011		IT software	Information & Communications Technology & Science Directorate		Logica CMG UK Ltd		5100056513		24156	
Home Office		NPIA - National Policing Improvement Agency		12.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Airwave Solutions Ltd	http://userannotation/na	5100056757		3000000	
Home Office		NPIA - National Policing Improvement Agency		12.08.2011		Telephone Charges	Information & Communications Technology & Science Directorate		Cable & Wireless Communications	http://dbpedia.org/page/Cable_%26_Wireless_Communications	5100056767		52725	
Home Office		NPIA - National Policing Improvement Agency		12.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		IPL Information Processing Ltd.	http://dbpedia.org/page/IPL_Information_Processing_Limited	5100056806		25620	
Home Office		NPIA - National Policing Improvement Agency		12.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		IPL Information Processing Ltd.		5100056806		5	
Home Office		NPIA - National Policing Improvement Agency		12.08.2011		Telephone Charges	Information & Communications Technology & Science Directorate		Cable & Wireless Communications	http://dbpedia.org/page/Cable_%26_Wireless_Communications	5100056852		-53725	
Home Office		NPIA - National Policing Improvement Agency		17.08.2011		Rent of telephone exchange	Information & Communications Technology & Science Directorate		BT Global Services	http://dbpedia.org/page/BT_Global_Services	1900062245		72852	
Home Office		NPIA - National Policing Improvement Agency		19.08.2011		IT Hardware	Information & Communications Technology & Science Directorate		Logica CMG UK Ltd	http://dbpedia.org/page/Logica	5100057024		75074	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Specialist Computer Centres PLC	http://dbpedia.org/page/SCC_(Specialist_Computer_Centres)	5100057061		3668	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Specialist Computer Centres PLC		5100057061		73	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Specialist Computer Centres PLC		5100057061		245	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Specialist Computer Centres PLC		5100057061		4	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Specialist Computer Centres PLC		5100057061		4282	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Specialist Computer Centres PLC		5100057061		85	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Specialist Computer Centres PLC		5100057061		245	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Specialist Computer Centres PLC		5100057061		4	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Specialist Computer Centres PLC		5100057061		4282	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Specialist Computer Centres PLC		5100057061		85	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Specialist Computer Centres PLC		5100057061		245	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Specialist Computer Centres PLC		5100057061		4	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Specialist Computer Centres PLC		5100057061		3374	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Specialist Computer Centres PLC		5100057061		67	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Specialist Computer Centres PLC		5100057061		245	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Specialist Computer Centres PLC		5100057061		4	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Specialist Computer Centres PLC		5100057061		3374	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Specialist Computer Centres PLC		5100057061		67	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Specialist Computer Centres PLC		5100057061		1533	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Specialist Computer Centres PLC		5100057061		30	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Specialist Computer Centres PLC		5100057061		245	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Specialist Computer Centres PLC		5100057061		4	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Specialist Computer Centres PLC		5100057061		1472	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Specialist Computer Centres PLC		5100057061		29	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Specialist Computer Centres PLC		5100057061		1656	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Specialist Computer Centres PLC		5100057061		33	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		Telephone Charges	Information & Communications Technology & Science Directorate		BT Plc	http://dbpedia.org/page/BT_Group	1900062526		37102	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		Rent of telephone exchange	Information & Communications Technology & Science Directorate		BT Global Services	http://dbpedia.org/page/BT_Global_Services	1900062617		72281	
Home Office		NPIA - National Policing Improvement Agency		22.08.2011		Telephone Charges	Information & Communications Technology & Science Directorate		Cable & Wireless Communications	http://dbpedia.org/page/Cable_%26_Wireless_Communications	5100056853		53725	
Home Office		NPIA - National Policing Improvement Agency		22.08.2011		Telephone Charges	Information & Communications Technology & Science Directorate		Cable & Wireless Communications		5100057072		-53725	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		Telephone Charges	Information & Communications Technology & Science Directorate		Cable & Wireless Communications		5100057073		54726	
Home Office		NPIA - National Policing Improvement Agency		26.08.2011		IT Information Support	Information & Communications Technology & Science Directorate		Cable & Wireless Communications		5100057110		-2641	
Home Office		NPIA - National Policing Improvement Agency		26.08.2011		IT Information Support	Information & Communications Technology & Science Directorate		Cable & Wireless Communications		5100057110		0	
Home Office		NPIA - National Policing Improvement Agency		26.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Cable & Wireless Communications		5100057110		-10045	
Home Office		NPIA - National Policing Improvement Agency		26.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Cable & Wireless Communications		5100057110		-10045	
Home Office		NPIA - National Policing Improvement Agency		26.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Cable & Wireless Communications		5100057110		-10045	
Home Office		NPIA - National Policing Improvement Agency		26.08.2011		IT Information Support	Information & Communications Technology & Science Directorate		Siemens Enterprise Comm Ltd	http://dbpedia.org/page/Siemens_Enterprise_Communications_GmbH_%26_Co._KG	5100057173		-169920	
Home Office		NPIA - National Policing Improvement Agency		05.08.2011		IT software	Information & Communications Technology & Science Directorate		Logica CMG UK Ltd	http://dbpedia.org/page/Logica	5100056514		32050	
Home Office		NPIA - National Policing Improvement Agency		17.08.2011		IT Information Support	Information & Communications Technology & Science Directorate		Siemens Enterprise Comm Ltd	http://dbpedia.org/page/Siemens_Enterprise_Communications_GmbH_%26_Co._KG	5100056003		35100	
Home Office		NPIA - National Policing Improvement Agency		26.08.2011		IT Information Support	Information & Communications Technology & Science Directorate		Siemens Enterprise Comm Ltd		5100056398		169920	
Home Office		NPIA - National Policing Improvement Agency		24.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Cable & Wireless Communications	http://dbpedia.org/page/Cable_%26_Wireless_Communications	5100056563		23587	
Home Office		NPIA - National Policing Improvement Agency		10.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Airwave Solutions Ltd	http://userannotation/na	5100056752		422000	
Home Office		NPIA - National Policing Improvement Agency		12.08.2011		Telephone Charges	Information & Communications Technology & Science Directorate		Cable & Wireless Communications	http://dbpedia.org/page/Cable_%26_Wireless_Communications	5100056768		52725	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		Telephone Charges	Information & Communications Technology & Science Directorate		Cable & Wireless Communications		5100057073		-1001	
Home Office		NPIA - National Policing Improvement Agency		12.08.2011		Telephone Charges	Information & Communications Technology & Science Directorate		Cable & Wireless Communications		5100056574		53725	
Home Office		NPIA - National Policing Improvement Agency		26.08.2011		IT Managed Services	Information & Communications Technology & Science Directorate		Cable & Wireless Communications		5100057110		-10045	
Home Office		NPIA - National Policing Improvement Agency		03.08.2011		Legal fees	Information & Communications Technology & Science Directorate		DLA Piper UK LLP	http://dbpedia.org/page/DLA_Piper	5100055340		32897	
Home Office		NPIA - National Policing Improvement Agency		03.08.2011		Legal fees	Information & Communications Technology & Science Directorate		DLA Piper UK LLP		5100056525		31135	
Home Office		NPIA - National Policing Improvement Agency		05.08.2011		FM Costs	Operations Directorate		Cable & Wireless Communications	http://dbpedia.org/page/Cable_%26_Wireless_Communications	5100056503		211179	
Home Office		NPIA - National Policing Improvement Agency		05.08.2011		IT Information Support	Operations Directorate		Cable & Wireless Communications		5100056567		0	
Home Office		NPIA - National Policing Improvement Agency		10.08.2011		Airwave Core Service Charge	Operations Directorate		Airwave Solutions Ltd	http://userannotation/na	5100056746		24457	
Home Office		NPIA - National Policing Improvement Agency		10.08.2011		Airwave Core Service Charge	Operations Directorate		Airwave Solutions Ltd		5100056756		588667	
Home Office		NPIA - National Policing Improvement Agency		10.08.2011		Airwave Core Service Charge	Operations Directorate		Airwave Solutions Ltd		5100056779		88775	
Home Office		NPIA - National Policing Improvement Agency		26.08.2011		IT software	Operations Directorate		Northgate Information Solutions UK	http://dbpedia.org/page/Northgate_Information_Solutions	5100057105		81000	
Home Office		NPIA - National Policing Improvement Agency		01.08.2011		Airwave Core Service Charge	Operations Directorate		Airwave Solutions Ltd	http://userannotation/na	5100056176		14844329	
Home Office		NPIA - National Policing Improvement Agency		03.08.2011		IT Managed Services	Operations Directorate		Cable & Wireless Communications	http://dbpedia.org/page/Cable_%26_Wireless_Communications	5100056498		187500	
Home Office		NPIA - National Policing Improvement Agency		03.08.2011		IT Managed Services	Operations Directorate		Cable & Wireless Communications		5100056498		0	
Home Office		NPIA - National Policing Improvement Agency		05.08.2011		IT Managed Services	Operations Directorate		Cable & Wireless Communications		5100056500		6102	
Home Office		NPIA - National Policing Improvement Agency		05.08.2011		IT Managed Services	Operations Directorate		Cable & Wireless Communications		5100056500		3738	
Home Office		NPIA - National Policing Improvement Agency		05.08.2011		IT Managed Services	Operations Directorate		Cable & Wireless Communications		5100056500		75303	
Home Office		NPIA - National Policing Improvement Agency		05.08.2011		IT Information Support	Operations Directorate		Cable & Wireless Communications		5100056567		187	
Home Office		NPIA - National Policing Improvement Agency		05.08.2011		IT Information Support	Operations Directorate		Cable & Wireless Communications		5100056567		1900	
Home Office		NPIA - National Policing Improvement Agency		05.08.2011		IT Information Support	Operations Directorate		Cable & Wireless Communications		5100056567		6989	
Home Office		NPIA - National Policing Improvement Agency		05.08.2011		IT Information Support	Operations Directorate		Cable & Wireless Communications		5100056567		2250	
Home Office		NPIA - National Policing Improvement Agency		05.08.2011		IT Information Support	Operations Directorate		Cable & Wireless Communications		5100056567		4000	
Home Office		NPIA - National Policing Improvement Agency		05.08.2011		IT Information Support	Operations Directorate		Cable & Wireless Communications		5100056567		3515	
Home Office		NPIA - National Policing Improvement Agency		05.08.2011		IT Information Support	Operations Directorate		Cable & Wireless Communications		5100056567		3840	
Home Office		NPIA - National Policing Improvement Agency		05.08.2011		IT Information Support	Operations Directorate		Cable & Wireless Communications		5100056567		3600	
Home Office		NPIA - National Policing Improvement Agency		05.08.2011		IT Information Support	Operations Directorate		Cable & Wireless Communications		5100056567		2000	
Home Office		NPIA - National Policing Improvement Agency		05.08.2011		IT Information Support	Operations Directorate		Cable & Wireless Communications		5100056567		1128	
Home Office		NPIA - National Policing Improvement Agency		10.08.2011		Airwave Core Service Charge	Operations Directorate		Airwave Solutions Ltd	http://userannotation/na	5100056753		368459	
Home Office		NPIA - National Policing Improvement Agency		10.08.2011		Airwave Core Service Charge	Operations Directorate		Airwave Solutions Ltd		5100056754		640091	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		IT Information Support	Operations Directorate		Software AG UK Ltd	http://dbpedia.org/page/Software_AG	5100055755		1206446	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		IT Information Support	Operations Directorate		Software AG UK Ltd		5100055755		241289	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		IT Information Support	Operations Directorate		Software AG UK Ltd		5100055755		63000	
Home Office		NPIA - National Policing Improvement Agency		23.08.2011		IT Information Support	Operations Directorate		Software AG UK Ltd		5100055755		12600	
Home Office		NPIA - National Policing Improvement Agency		24.08.2011		IT Information Support	Operations Directorate		Cable & Wireless Communications	http://dbpedia.org/page/Cable_%26_Wireless_Communications	5100057124		187	
Home Office		NPIA - National Policing Improvement Agency		24.08.2011		IT Information Support	Operations Directorate		Cable & Wireless Communications		5100057124		1900	
Home Office		NPIA - National Policing Improvement Agency		24.08.2011		IT Information Support	Operations Directorate		Cable & Wireless Communications		5100057124		6989	
Home Office		NPIA - National Policing Improvement Agency		24.08.2011		IT Information Support	Operations Directorate		Cable & Wireless Communications		5100057124		2250	
Home Office		NPIA - National Policing Improvement Agency		24.08.2011		IT Information Support	Operations Directorate		Cable & Wireless Communications		5100057124		4000	
Home Office		NPIA - National Policing Improvement Agency		24.08.2011		IT Information Support	Operations Directorate		Cable & Wireless Communications		5100057124		3515	
Home Office		NPIA - National Policing Improvement Agency		24.08.2011		IT Information Support	Operations Directorate		Cable & Wireless Communications		5100057124		3840	
Home Office		NPIA - National Policing Improvement Agency		24.08.2011		IT Information Support	Operations Directorate		Cable & Wireless Communications		5100057124		3600	
Home Office		NPIA - National Policing Improvement Agency		24.08.2011		IT Information Support	Operations Directorate		Cable & Wireless Communications		5100057124		2000	
Home Office		NPIA - National Policing Improvement Agency		24.08.2011		IT Information Support	Operations Directorate		Cable & Wireless Communications		5100057124		1733	
Home Office		NPIA - National Policing Improvement Agency		26.08.2011		Airwave Core Service Charge	Operations Directorate		Airwave Solutions Ltd	http://userannotation/na	5100056750		60699	
Home Office		NPIA - National Policing Improvement Agency		26.08.2011		Airwave Core Service Charge	Operations Directorate		Airwave Solutions Ltd		5100056750		25191	
Home Office		NPIA - National Policing Improvement Agency		26.08.2011		Airwave Core Service Charge	Operations Directorate		Airwave Solutions Ltd		5100056750		8297	
Home Office		NPIA - National Policing Improvement Agency		03.08.2011		IT software	Operations Directorate		Capita Secure Information Systems	http://dbpedia.org/page/Capita	5100056425		22972	
Home Office		NPIA - National Policing Improvement Agency		24.08.2011		IT Information Support	Operations Directorate		Cable & Wireless Communications	http://dbpedia.org/page/Cable_%26_Wireless_Communications	5100057124		0	
Home Office		NPIA - National Policing Improvement Agency		01.08.2011		Airwave Core Service Charge	Operations Directorate		Airwave Solutions Ltd	http://userannotation/na	5100056177		226057	
Home Office		NPIA - National Policing Improvement Agency		26.08.2011		Airwave Core Service Charge	Operations Directorate		Airwave Solutions Ltd		5100056750		77888	
Home Office		NPIA - National Policing Improvement Agency		25.08.2011		IT software	Policing Policy and Practice Directorate 		Fujitsu (FTS) Limited	http://dbpedia.org/page/Fujitsu_Technology_Solutions	5100056769		62500	
Home Office		NPIA - National Policing Improvement Agency		25.08.2011		IT software	Policing Policy and Practice Directorate 		Fujitsu (FTS) Limited		5100057129		-62500	
Home Office		NPIA - National Policing Improvement Agency		03.08.2011		Land and Buildings maintenance	Resources Directorate		Home Office Accounting Officer	http://userannotation/na	5100056226		259	
Home Office		NPIA - National Policing Improvement Agency		05.08.2011		FM Costs	Resources Directorate		Wyboston Lakes Ltd		5100054877		8	
Home Office		NPIA - National Policing Improvement Agency		12.08.2011		Electricity	Resources Directorate		EDF Energy Exeter	http://dbpedia.org/page/EDF_Energy	1900062166		48571	
Home Office		NPIA - National Policing Improvement Agency		10.08.2011		FM Costs	Resources Directorate		Wyboston Lakes Ltd	http://userannotation/na	5100056551		31622	
Home Office		NPIA - National Policing Improvement Agency		26.08.2011		Land and Buildings maintenance	Resources Directorate		Interserve Project Services Limited	http://dbpedia.org/page/Interserve	1900062716		118080	
Home Office		NPIA - National Policing Improvement Agency		12.08.2011		Rent/lease - Offices	Resources Directorate		Mapeley STEPS Ltd	http://dbpedia.org/page/Mapeley	5100056475		608	
Home Office		NPIA - National Policing Improvement Agency		05.08.2011		FM Costs	Resources Directorate		Wyboston Lakes Ltd	http://userannotation/na	5100056641		56968	
Home Office		NPIA - National Policing Improvement Agency		26.08.2011		NPIA Subs to professional bodies	Resources Directorate		Company Watch Ltd		5100056449		540	
Home Office		NPIA - National Policing Improvement Agency		05.08.2011		FM Costs	Resources Directorate		Wyboston Lakes Ltd	http://userannotation/na	5100054877		56960	
Home Office		NPIA - National Policing Improvement Agency		12.08.2011		Electricity	Resources Directorate		EDF Energy Exeter	http://dbpedia.org/page/EDF_Energy	1900062166		3498	
Home Office		NPIA - National Policing Improvement Agency		12.08.2011		Electricity	Resources Directorate		EDF Energy Exeter		1900062166		4216	
Home Office		NPIA - National Policing Improvement Agency		12.08.2011		Electricity	Resources Directorate		EDF Energy Exeter		1900062166		16312	
Home Office		NPIA - National Policing Improvement Agency		03.08.2011		Land and Buildings maintenance	Resources Directorate		Home Office	http://dbpedia.org/page/Home_Office	5100056226		26450	
Home Office		NPIA - National Policing Improvement Agency		03.08.2011		Land and Buildings maintenance	Resources Directorate		Home Office		5100056226		5290	
Home Office		NPIA - National Policing Improvement Agency		03.08.2011		Land and Buildings maintenance	Resources Directorate		Home Office		5100056226		48255	
Home Office		NPIA - National Policing Improvement Agency		03.08.2011		Land and Buildings maintenance	Resources Directorate		Home Office		5100056226		965	
Home Office		NPIA - National Policing Improvement Agency		03.08.2011		Land and Buildings maintenance	Resources Directorate		Home Office		5100056226		12964	
Home Office		NPIA - National Policing Improvement Agency		12.08.2011		Rent/lease - Offices	Resources Directorate		Mapeley STEPS Ltd	http://dbpedia.org/page/Mapeley	5100056474		-29480	
Home Office		NPIA - National Policing Improvement Agency		12.08.2011		Rent/lease - Offices	Resources Directorate		Mapeley STEPS Ltd		5100056474		-617	
Home Office		NPIA - National Policing Improvement Agency		12.08.2011		Rent/lease - Offices	Resources Directorate		Mapeley STEPS Ltd		5100056475		29370	
Home Office		NPIA - National Policing Improvement Agency		10.08.2011		FM Costs	Resources Directorate		Wyboston Lakes Ltd	http://userannotation/na	5100056549		56968	
Home Office		NPIA - National Policing Improvement Agency		05.08.2011		FM Costs	Resources Directorate		Wyboston Lakes Ltd		5100056640		-56968	
Home Office		NPIA - National Policing Improvement Agency		24.08.2011		Land and Buildings maintenance	Resources Directorate		GallifordTry Construction Ltd	http://dbpedia.org/page/Galliford_Try	1900062673		29310	
Home Office		NPIA - National Policing Improvement Agency		24.08.2011		Land and Buildings maintenance	Resources Directorate		EIC Ltd	http://userannotation/na	1900062674		34006	
Home Office		NPIA - National Policing Improvement Agency		26.08.2011		NPIA Subs to professional bodies	Resources Directorate		Company Watch Ltd		5100056449		27000	
Home Office		NPIA - National Policing Improvement Agency		26.08.2011		Land and Buildings maintenance	Resources Directorate		Alro Services Limited		1900062632		188460	
